age,monthly_usage,account_duration,payment_history,customer_support_calls,product_tier
27.0,39.58689556521291,111.0,1.0,2.0,2.0
41.0,58.26170137762682,26.0,0.0,5.0,1.0
18.0,57.93945995104092,17.0,0.0,5.0,3.0
69.0,67.24951798956836,43.0,2.0,2.0,3.0
52.0,48.912275291360025,97.0,1.0,5.0,1.0
33.0,80.01654622297606,59.0,0.0,9.0,2.0
22.0,44.58481170725969,86.0,0.0,7.0,3.0
48.0,43.27259840688475,66.0,2.0,8.0,3.0
62.0,62.650491009454626,74.0,2.0,2.0,3.0
54.0,68.45428543818045,39.0,2.0,1.0,2.0
42.0,31.289280990700416,26.0,2.0,9.0,3.0
60.0,38.4449072997303,94.0,2.0,9.0,1.0
66.0,52.55925763161867,22.0,1.0,6.0,2.0
42.0,58.92230400422167,75.0,0.0,7.0,1.0
20.0,70.22852144595431,22.0,1.0,8.0,3.0
55.0,51.73010531808274,88.0,2.0,0.0,1.0
49.0,67.31873358733426,58.0,0.0,0.0,1.0
65.0,22.945232264364336,29.0,1.0,0.0,2.0
37.0,31.984067235430643,115.0,2.0,3.0,2.0
47.0,49.88461535063087,10.0,1.0,2.0,2.0
19.0,65.66575944092602,98.0,1.0,6.0,3.0
22.0,45.16790966038858,110.0,2.0,5.0,2.0
36.0,45.633315834927,25.0,0.0,2.0,2.0
37.0,55.72018907244509,21.0,2.0,2.0,1.0
39.0,46.586980185898895,61.0,2.0,4.0,1.0
28.0,71.05351875568151,118.0,1.0,3.0,1.0
35.0,51.486565718036644,39.0,0.0,8.0,2.0
44.0,86.88301450847509,77.0,2.0,0.0,2.0
48.0,52.27617231078541,66.0,0.0,0.0,3.0
52.0,44.31708090711015,6.0,1.0,4.0,1.0
61.0,51.33508574372758,1.0,2.0,7.0,3.0
62.0,66.41461984459306,28.0,0.0,3.0,2.0
38.0,47.53221028307043,86.0,0.0,8.0,3.0
69.0,7.836972722625575,11.0,1.0,6.0,2.0
37.0,42.89201769889846,39.0,0.0,2.0,2.0
26.0,15.236451988873256,69.0,0.0,5.0,3.0
48.0,57.739624418245725,18.0,0.0,5.0,1.0
26.0,33.18381455354003,20.0,2.0,4.0,3.0
24.0,50.71017421831419,76.0,2.0,7.0,1.0
50.0,27.92984220473674,85.0,1.0,0.0,1.0
18.0,48.72205135698198,91.0,1.0,9.0,2.0
36.0,52.54773686285972,58.0,2.0,3.0,3.0
20.0,42.58303690732103,50.0,0.0,6.0,1.0
56.0,49.321340590479075,41.0,2.0,5.0,2.0
29.0,24.748484855002168,98.0,1.0,6.0,1.0
47.0,50.67366324131733,18.0,1.0,2.0,1.0
33.0,40.42332975738541,34.0,2.0,2.0,1.0
30.0,51.32832449151815,66.0,1.0,0.0,2.0
67.0,48.19406299703557,117.0,1.0,6.0,1.0
41.0,46.411801463243556,78.0,1.0,3.0,2.0
34.0,43.28974206842101,103.0,1.0,8.0,2.0
44.0,54.103015883010904,65.0,1.0,4.0,1.0
46.0,75.00885522232936,92.0,0.0,4.0,1.0
58.0,47.999465175558406,105.0,2.0,8.0,2.0
31.0,58.1096731480569,27.0,1.0,0.0,1.0
22.0,73.47307560660845,30.0,1.0,5.0,3.0
60.0,56.03848058346035,86.0,1.0,7.0,1.0
69.0,61.31646319994498,76.0,2.0,0.0,1.0
55.0,37.1399243098584,1.0,2.0,9.0,3.0
23.0,55.4295596511347,97.0,2.0,8.0,2.0
41.0,55.28138209437273,41.0,1.0,7.0,2.0
57.0,76.64889664675522,112.0,1.0,5.0,2.0
50.0,31.28901388442038,113.0,2.0,8.0,2.0
26.0,82.60345176335244,62.0,0.0,2.0,3.0
59.0,67.24563535725193,1.0,0.0,3.0,2.0
66.0,64.48451400573555,5.0,2.0,2.0,3.0
20.0,32.769770394124194,48.0,1.0,4.0,3.0
40.0,36.42676964386857,5.0,1.0,0.0,1.0
38.0,59.37542569957663,71.0,0.0,0.0,2.0
39.0,18.793264614093065,84.0,1.0,1.0,2.0
62.0,27.417541730466432,26.0,2.0,0.0,1.0
25.0,61.93970406662124,49.0,1.0,2.0,1.0
37.0,67.85190653252737,70.0,1.0,1.0,2.0
31.0,82.13313720616628,90.0,2.0,9.0,3.0
47.0,44.98527453897898,61.0,0.0,6.0,2.0
69.0,36.99934766035492,3.0,2.0,7.0,1.0
25.0,38.48148912594786,39.0,1.0,1.0,2.0
36.0,56.77897664029148,78.0,2.0,3.0,2.0
62.0,46.988212719773465,49.0,2.0,7.0,2.0
55.0,29.67818851550031,14.0,0.0,9.0,3.0
53.0,57.87135055330378,20.0,0.0,0.0,3.0
23.0,34.613263673434524,58.0,1.0,7.0,1.0
69.0,61.171461328137845,44.0,2.0,7.0,3.0
51.0,60.59308454176485,9.0,1.0,1.0,3.0
27.0,45.54783657516648,63.0,2.0,2.0,1.0
48.0,54.28306928961252,62.0,2.0,8.0,3.0
28.0,45.62343027097659,6.0,0.0,9.0,1.0
60.0,48.93832630225385,66.0,2.0,4.0,1.0
52.0,30.7815148252491,102.0,0.0,6.0,3.0
28.0,-0.9202091142555204,105.0,2.0,4.0,2.0
57.0,48.11225012516748,43.0,1.0,9.0,3.0
49.0,35.08467678160466,64.0,1.0,1.0,2.0
66.0,37.17499322690806,97.0,2.0,1.0,3.0
43.0,36.277379461796016,44.0,0.0,0.0,3.0
39.0,64.26288450494971,5.0,0.0,5.0,3.0
18.0,66.13679121658478,13.0,0.0,6.0,2.0
65.0,55.116786861743634,15.0,2.0,4.0,2.0
46.0,45.09871802798851,109.0,1.0,2.0,1.0
69.0,54.96291974296436,119.0,0.0,9.0,2.0
56.0,66.47306893081146,34.0,1.0,9.0,2.0
39.0,74.9220326135365,56.0,0.0,8.0,2.0
49.0,38.65981386672362,73.0,2.0,7.0,3.0
42.0,27.223151529682,90.0,2.0,1.0,2.0
57.0,54.64522975195046,30.0,0.0,2.0,3.0
62.0,23.069066232848783,56.0,1.0,6.0,3.0
46.0,54.154247011623966,86.0,0.0,8.0,3.0
54.0,53.34127698758026,25.0,0.0,1.0,3.0
49.0,48.005745313844706,104.0,0.0,9.0,2.0
47.0,76.85055544660872,68.0,1.0,6.0,3.0
35.0,51.15641961797324,47.0,0.0,7.0,2.0
61.0,58.2930270926209,28.0,0.0,5.0,1.0
65.0,67.35059895634811,118.0,2.0,5.0,1.0
20.0,48.95668352082002,37.0,1.0,7.0,3.0
29.0,44.08484106542395,74.0,2.0,2.0,1.0
68.0,44.547252098844616,73.0,2.0,7.0,1.0
37.0,56.33120781935917,36.0,0.0,9.0,1.0
67.0,54.82724207565581,1.0,0.0,0.0,3.0
25.0,75.67920771008984,94.0,0.0,1.0,1.0
48.0,40.47860688143862,75.0,2.0,5.0,3.0
41.0,46.46964342709714,25.0,1.0,1.0,2.0
30.0,64.31555445931475,75.0,1.0,9.0,1.0
25.0,59.847628486116825,41.0,2.0,1.0,3.0
59.0,49.146166492435775,55.0,2.0,2.0,2.0
31.0,47.06877114698309,69.0,1.0,2.0,1.0
32.0,42.477361522505774,91.0,0.0,3.0,1.0
38.0,36.43445889382954,87.0,1.0,8.0,3.0
32.0,49.62816855170633,57.0,2.0,8.0,1.0
43.0,58.75960827583492,83.0,0.0,1.0,1.0
55.0,55.54400963215989,117.0,0.0,1.0,3.0
63.0,48.76459693726758,3.0,1.0,5.0,2.0
55.0,54.776683347389564,8.0,0.0,4.0,2.0
50.0,35.698460128690705,48.0,2.0,4.0,1.0
27.0,58.50294515281905,59.0,1.0,6.0,3.0
36.0,28.524432771305015,113.0,2.0,8.0,2.0
28.0,53.82454371524204,36.0,2.0,0.0,2.0
20.0,58.87288749059475,55.0,2.0,4.0,2.0
40.0,51.572727936627494,79.0,1.0,4.0,2.0
23.0,50.097302203230065,77.0,2.0,4.0,3.0
58.0,34.11779634848141,94.0,2.0,8.0,2.0
58.0,49.34220307902487,41.0,0.0,5.0,2.0
46.0,79.73497756773459,74.0,0.0,7.0,2.0
21.0,48.98188571985859,59.0,2.0,7.0,1.0
20.0,45.85516431755158,34.0,0.0,5.0,2.0
37.0,25.756330933265797,30.0,1.0,5.0,1.0
68.0,55.47980112832505,89.0,0.0,9.0,2.0
60.0,56.56262769254527,62.0,1.0,7.0,3.0
68.0,42.86195162129879,70.0,1.0,0.0,3.0
66.0,46.32985222247832,55.0,0.0,8.0,3.0
25.0,30.05898298228172,116.0,0.0,8.0,1.0
23.0,51.84960594374003,101.0,1.0,7.0,1.0
22.0,57.45851740353555,81.0,2.0,3.0,2.0
25.0,16.134745753920285,100.0,2.0,0.0,3.0
25.0,49.44832930523787,104.0,2.0,1.0,2.0
52.0,75.95544442358027,96.0,2.0,0.0,2.0
36.0,52.25820550345535,22.0,0.0,2.0,3.0
65.0,57.37814086767252,119.0,0.0,8.0,2.0
27.0,65.88046273167254,97.0,1.0,5.0,1.0
52.0,58.529226820668335,119.0,1.0,4.0,1.0
26.0,44.61848800277907,22.0,2.0,7.0,3.0
25.0,25.709959885053312,100.0,1.0,9.0,3.0
25.0,90.5424967874417,82.0,0.0,2.0,3.0
25.0,61.189005030299114,92.0,2.0,9.0,3.0
37.0,62.661224460369475,13.0,2.0,2.0,2.0
24.0,65.60571581279493,82.0,2.0,4.0,2.0
63.0,66.78707458266894,23.0,1.0,0.0,3.0
39.0,61.93214783627174,99.0,2.0,6.0,3.0
34.0,50.43075698116357,18.0,0.0,2.0,2.0
61.0,45.2043817687039,74.0,2.0,1.0,2.0
22.0,60.98136770446751,115.0,1.0,6.0,1.0
51.0,52.17699996393055,66.0,1.0,0.0,2.0
42.0,51.69599990126643,14.0,2.0,0.0,3.0
64.0,64.7824640699449,32.0,2.0,8.0,3.0
60.0,81.45241549186088,30.0,1.0,6.0,1.0
32.0,35.883185191776846,19.0,0.0,2.0,1.0
48.0,57.20157333252932,69.0,0.0,4.0,1.0
62.0,34.91090404122328,48.0,2.0,1.0,2.0
36.0,52.930942636227925,96.0,2.0,4.0,2.0
61.0,24.782272813017393,74.0,2.0,8.0,3.0
48.0,39.54098784269052,5.0,1.0,9.0,3.0
64.0,50.30857253139473,78.0,1.0,4.0,1.0
29.0,66.04699113158388,39.0,2.0,0.0,1.0
40.0,27.79461610334747,106.0,1.0,7.0,2.0
67.0,56.502204208213676,43.0,1.0,5.0,3.0
40.0,49.46401536657393,19.0,0.0,1.0,3.0
53.0,71.9542949268701,75.0,1.0,5.0,1.0
28.0,43.93509524126498,99.0,2.0,8.0,2.0
39.0,56.51286727626165,39.0,0.0,2.0,3.0
64.0,47.65836424549761,110.0,1.0,4.0,3.0
47.0,35.34749909520528,102.0,0.0,6.0,2.0
22.0,41.41753144427722,86.0,1.0,9.0,1.0
54.0,38.65127581146242,116.0,1.0,1.0,1.0
37.0,23.813583165101512,59.0,0.0,0.0,2.0
27.0,73.19433032873852,109.0,1.0,4.0,2.0
39.0,44.62457489854281,110.0,2.0,3.0,2.0
59.0,57.16778344747889,94.0,1.0,8.0,3.0
47.0,33.40443466721396,52.0,0.0,9.0,2.0
47.0,50.69524432577881,94.0,0.0,3.0,1.0
39.0,57.59744805593825,111.0,1.0,6.0,3.0
55.0,51.30606949738523,50.0,2.0,4.0,2.0
55.0,37.54797899552514,75.0,1.0,4.0,2.0
55.0,62.133470205244045,86.0,1.0,5.0,2.0
24.0,19.274031953248013,10.0,1.0,7.0,1.0
67.0,26.352566615911456,107.0,1.0,3.0,1.0
53.0,48.259888141117095,83.0,2.0,8.0,1.0
31.0,14.065198895421254,118.0,1.0,5.0,3.0
28.0,38.22660947712923,15.0,2.0,7.0,1.0
24.0,42.92954387718361,60.0,1.0,3.0,2.0
49.0,72.81386157654322,35.0,2.0,8.0,1.0
35.0,40.098914277684386,35.0,1.0,8.0,3.0
69.0,42.16700852562505,1.0,0.0,0.0,1.0
51.0,22.259113340291954,47.0,1.0,0.0,3.0
19.0,51.14288683280969,63.0,1.0,6.0,2.0
24.0,50.14884455290082,109.0,0.0,2.0,3.0
60.0,33.6095620915087,111.0,0.0,6.0,1.0
48.0,63.70763579843455,117.0,1.0,0.0,2.0
35.0,62.730328820870064,18.0,2.0,0.0,1.0
37.0,41.61042846980145,26.0,0.0,6.0,1.0
24.0,21.126752114420203,60.0,0.0,3.0,2.0
39.0,33.91729288998194,18.0,0.0,1.0,2.0
69.0,73.01622257608864,63.0,0.0,4.0,1.0
54.0,52.08902999077981,41.0,0.0,4.0,2.0
51.0,38.508823066995134,82.0,0.0,3.0,1.0
63.0,70.49346718050793,43.0,1.0,8.0,3.0
56.0,47.22113047575317,82.0,1.0,1.0,3.0
59.0,50.20035893637132,96.0,0.0,3.0,1.0
67.0,85.86243612928965,38.0,2.0,1.0,3.0
57.0,63.81727187002244,27.0,2.0,9.0,1.0
33.0,45.717315278778415,49.0,2.0,3.0,2.0
31.0,55.54898010572818,56.0,1.0,5.0,3.0
58.0,58.26465320442394,93.0,1.0,4.0,2.0
49.0,62.322921775784344,49.0,1.0,9.0,1.0
55.0,34.45099416186042,41.0,1.0,9.0,1.0
56.0,74.44429224501187,84.0,0.0,5.0,3.0
43.0,71.36486980361263,60.0,0.0,1.0,2.0
47.0,36.065973887652824,99.0,2.0,0.0,1.0
58.0,49.78354416818215,87.0,2.0,4.0,1.0
56.0,51.12113986457988,56.0,0.0,2.0,2.0
26.0,52.4049127168237,76.0,2.0,2.0,2.0
49.0,61.63204079190868,62.0,1.0,9.0,1.0
24.0,45.02230868963825,117.0,2.0,4.0,2.0
29.0,56.48003207593232,99.0,1.0,2.0,3.0
40.0,59.49614543088306,62.0,2.0,5.0,2.0
34.0,57.434668350196226,100.0,1.0,6.0,3.0
69.0,57.1349346372314,42.0,2.0,5.0,2.0
38.0,58.324237382175475,118.0,1.0,9.0,1.0
29.0,53.22521340743601,28.0,0.0,7.0,1.0
39.0,21.22986072784875,37.0,0.0,3.0,2.0
40.0,34.78984630751979,20.0,1.0,5.0,2.0
22.0,30.599620034369043,35.0,0.0,2.0,1.0
35.0,33.889546018794896,54.0,2.0,9.0,2.0
54.0,35.15822303664281,71.0,0.0,6.0,1.0
54.0,65.54780349837586,98.0,1.0,5.0,1.0
24.0,70.01336430692962,6.0,0.0,5.0,1.0
20.0,59.64784736094363,19.0,2.0,2.0,3.0
18.0,35.10216900970492,106.0,1.0,0.0,3.0
23.0,36.16606864917488,8.0,0.0,1.0,3.0
24.0,40.310022252224904,48.0,0.0,9.0,1.0
44.0,39.01355587778616,94.0,0.0,9.0,1.0
48.0,69.80880324490222,66.0,2.0,2.0,2.0
25.0,29.640715807415717,16.0,0.0,0.0,3.0
31.0,54.70836895079347,117.0,2.0,7.0,1.0
32.0,30.890507218901625,110.0,1.0,8.0,2.0
24.0,57.440351762543415,24.0,2.0,6.0,2.0
24.0,44.267452349053016,25.0,0.0,6.0,3.0
50.0,33.170707022119316,13.0,1.0,2.0,3.0
58.0,41.62876124978972,119.0,0.0,8.0,3.0
24.0,57.50675348991776,73.0,0.0,8.0,1.0
37.0,25.58211709510395,30.0,2.0,4.0,1.0
24.0,40.58635656401928,9.0,0.0,6.0,3.0
67.0,47.19419025906302,63.0,2.0,0.0,2.0
31.0,29.35601042561202,40.0,1.0,5.0,1.0
32.0,35.71452994254297,7.0,1.0,9.0,1.0
35.0,71.79187381802575,80.0,1.0,0.0,3.0
27.0,30.158686560952116,102.0,0.0,9.0,1.0
52.0,41.965695055361564,32.0,2.0,5.0,3.0
44.0,57.26705590151795,61.0,0.0,5.0,1.0
60.0,48.875572784788666,60.0,0.0,6.0,2.0
18.0,41.43047053364533,93.0,2.0,6.0,1.0
45.0,61.76977980365782,107.0,0.0,9.0,3.0
51.0,18.85109194867393,51.0,1.0,2.0,2.0
65.0,60.495006396775,40.0,2.0,6.0,2.0
20.0,35.75588556718718,115.0,1.0,9.0,3.0
66.0,11.661203812652253,79.0,0.0,1.0,2.0
20.0,82.33344549924442,11.0,0.0,1.0,1.0
28.0,50.560780056053716,73.0,1.0,0.0,2.0
21.0,61.53095453902534,16.0,0.0,1.0,2.0
47.0,66.13484968776712,25.0,0.0,1.0,2.0
56.0,36.13267434330095,32.0,2.0,8.0,1.0
49.0,46.098013747943405,109.0,2.0,2.0,2.0
33.0,49.46679618347668,74.0,1.0,0.0,1.0
34.0,39.45764531522356,10.0,0.0,1.0,2.0
28.0,67.82410094499583,94.0,1.0,9.0,3.0
53.0,69.97221364704444,57.0,0.0,7.0,1.0
49.0,48.05731746808427,84.0,2.0,9.0,1.0
52.0,57.48291035236522,41.0,2.0,1.0,1.0
44.0,62.81919057493532,98.0,0.0,3.0,2.0
65.0,54.22324210066479,65.0,2.0,8.0,1.0
51.0,41.3565842899137,32.0,2.0,8.0,3.0
22.0,12.748729854757876,104.0,0.0,6.0,3.0
42.0,51.41674696856697,95.0,2.0,0.0,2.0
45.0,61.92719494221416,48.0,0.0,9.0,1.0
35.0,35.840992466055866,54.0,1.0,4.0,2.0
20.0,52.57440572202241,75.0,0.0,4.0,3.0
45.0,56.68376938052694,41.0,1.0,1.0,2.0
19.0,56.76617046168319,83.0,0.0,6.0,3.0
51.0,51.87345041477409,114.0,0.0,0.0,3.0
39.0,35.00968713191293,61.0,0.0,0.0,2.0
39.0,68.09025540252233,7.0,0.0,9.0,3.0
47.0,49.32704753008204,53.0,0.0,0.0,3.0
51.0,41.943943099848696,93.0,1.0,9.0,3.0
65.0,25.37229292226793,106.0,2.0,6.0,1.0
18.0,56.06355408179159,102.0,0.0,3.0,3.0
46.0,86.8454084735385,53.0,1.0,3.0,2.0
36.0,46.46880654566699,100.0,1.0,8.0,1.0
36.0,42.69093990523282,97.0,0.0,3.0,1.0
58.0,49.811128124307665,100.0,0.0,7.0,2.0
69.0,48.867625788806414,26.0,0.0,0.0,3.0
58.0,44.486336614993135,93.0,1.0,2.0,2.0
46.0,81.13262558869383,61.0,0.0,0.0,2.0
60.0,50.665749795616144,93.0,0.0,0.0,3.0
50.0,30.454658999098484,35.0,2.0,2.0,3.0
68.0,32.33503049991889,3.0,1.0,3.0,1.0
34.0,67.08844039665851,110.0,0.0,5.0,1.0
55.0,54.26144316514294,69.0,1.0,2.0,3.0
18.0,44.72610235473972,97.0,0.0,7.0,3.0
67.0,43.47777421379923,64.0,0.0,7.0,2.0
58.0,60.4572418703,11.0,1.0,2.0,3.0
50.0,38.16183350934779,6.0,1.0,2.0,3.0
53.0,47.755867752638665,2.0,1.0,5.0,3.0
39.0,60.9310807909457,77.0,1.0,0.0,3.0
35.0,38.85183894734791,65.0,2.0,0.0,3.0
34.0,69.0772625406477,91.0,1.0,4.0,2.0
49.0,25.43605307305481,40.0,0.0,9.0,3.0
37.0,50.57258925902102,106.0,0.0,6.0,2.0
68.0,51.142384644563805,15.0,1.0,0.0,2.0
40.0,18.140756776066304,99.0,1.0,1.0,1.0
45.0,38.8598134805754,30.0,1.0,8.0,2.0
63.0,58.948312796151356,6.0,1.0,0.0,1.0
43.0,39.18848956407555,98.0,1.0,2.0,3.0
24.0,46.032519928231224,21.0,0.0,7.0,1.0
58.0,43.901722262070926,96.0,2.0,1.0,3.0
37.0,64.6084317682631,57.0,1.0,9.0,3.0
58.0,55.13954846534046,55.0,1.0,6.0,1.0
64.0,43.249358629777625,84.0,1.0,1.0,2.0
28.0,39.24906514509733,99.0,1.0,2.0,3.0
24.0,62.99367986750131,63.0,2.0,9.0,1.0
55.0,52.1638713045134,9.0,2.0,8.0,2.0
44.0,65.11171099014591,52.0,0.0,3.0,2.0
26.0,59.2648756786016,37.0,1.0,6.0,3.0
21.0,0.9783783218611006,70.0,1.0,5.0,2.0
66.0,66.08323089411023,74.0,0.0,6.0,2.0
55.0,51.872779707269636,117.0,0.0,6.0,3.0
46.0,53.691183536892616,9.0,1.0,1.0,2.0
66.0,19.908309232641678,97.0,2.0,0.0,1.0
43.0,42.69195672134387,16.0,0.0,9.0,2.0
42.0,50.873976244053914,32.0,1.0,5.0,1.0
31.0,30.75342820553026,102.0,1.0,6.0,2.0
54.0,69.90840254208288,112.0,1.0,1.0,3.0
67.0,61.197277833939026,84.0,0.0,1.0,2.0
45.0,43.97662972322082,84.0,0.0,8.0,1.0
25.0,77.20675581477548,3.0,0.0,4.0,2.0
59.0,55.54718630567639,14.0,1.0,6.0,3.0
28.0,70.58505624710321,21.0,0.0,0.0,2.0
52.0,37.76015897585682,72.0,1.0,3.0,2.0
48.0,57.17080257520617,116.0,2.0,1.0,1.0
51.0,70.13773419719749,119.0,2.0,4.0,2.0
63.0,67.76073919755564,110.0,2.0,0.0,1.0
53.0,65.13453274376579,88.0,0.0,9.0,3.0
34.0,68.66490585466103,47.0,1.0,6.0,2.0
66.0,72.91022341515509,21.0,0.0,1.0,3.0
38.0,15.384129715512977,42.0,2.0,2.0,3.0
43.0,43.60639194886437,96.0,1.0,4.0,1.0
58.0,23.86436356823795,17.0,2.0,8.0,2.0
45.0,24.067979103898487,40.0,1.0,9.0,1.0
39.0,42.17892142431288,58.0,0.0,3.0,1.0
58.0,43.569460321564996,115.0,1.0,7.0,1.0
20.0,70.41080071556917,4.0,2.0,7.0,2.0
45.0,32.124899531266124,42.0,1.0,9.0,1.0
53.0,52.68796258789963,87.0,1.0,3.0,3.0
19.0,73.96122967866353,57.0,2.0,3.0,2.0
63.0,47.705826645108885,36.0,2.0,1.0,3.0
37.0,79.27892163968295,52.0,2.0,7.0,1.0
57.0,21.870617616336105,22.0,2.0,0.0,1.0
67.0,37.260987344515215,89.0,1.0,4.0,3.0
53.0,73.14394079403671,68.0,1.0,7.0,3.0
25.0,39.841894893469174,10.0,2.0,5.0,1.0
56.0,46.40231184174746,24.0,1.0,9.0,2.0
42.0,75.07048600173462,35.0,2.0,3.0,2.0
32.0,59.96628996748212,114.0,1.0,8.0,1.0
47.0,25.334292959335595,78.0,0.0,2.0,1.0
64.0,59.2581249878037,20.0,1.0,8.0,3.0
51.0,39.39811713920212,110.0,2.0,0.0,3.0
21.0,42.600337915638065,52.0,0.0,3.0,1.0
39.0,48.59941345661592,119.0,0.0,9.0,1.0
42.0,41.32301003146796,14.0,2.0,2.0,1.0
26.0,57.34839702815551,39.0,2.0,1.0,3.0
40.0,36.92525408075549,73.0,1.0,3.0,1.0
56.0,54.55594263416812,34.0,1.0,3.0,1.0
67.0,61.35130870429881,84.0,0.0,8.0,3.0
29.0,49.00559971986412,67.0,1.0,9.0,3.0
31.0,51.03831534465745,76.0,1.0,5.0,2.0
24.0,51.3555733500625,115.0,1.0,5.0,3.0
48.0,51.931108647682656,112.0,0.0,5.0,2.0
23.0,48.45258914567664,103.0,1.0,5.0,2.0
40.0,47.72990270611966,12.0,1.0,7.0,1.0
36.0,48.172072152152566,42.0,2.0,3.0,1.0
38.0,52.791016893127356,86.0,0.0,0.0,3.0
36.0,43.51453677496406,99.0,2.0,2.0,1.0
64.0,47.80290483150221,104.0,0.0,7.0,3.0
36.0,64.87526233902915,31.0,2.0,0.0,1.0
61.0,80.10093659200311,71.0,2.0,4.0,2.0
51.0,86.91609380405781,9.0,2.0,1.0,2.0
60.0,52.00686523718063,51.0,2.0,9.0,1.0
30.0,34.53301036466155,37.0,1.0,3.0,3.0
53.0,46.347116689263295,22.0,1.0,2.0,2.0
42.0,52.18647433576694,9.0,1.0,0.0,1.0
50.0,66.23309916311612,80.0,2.0,4.0,3.0
38.0,39.23809066782482,116.0,0.0,8.0,1.0
51.0,48.13937698290331,64.0,0.0,2.0,3.0
63.0,34.836147888524934,63.0,2.0,0.0,3.0
42.0,74.99473952630731,85.0,2.0,0.0,2.0
35.0,58.14018237469149,73.0,1.0,0.0,1.0
60.0,44.678319424524894,12.0,2.0,3.0,2.0
28.0,50.96130747237277,27.0,1.0,4.0,2.0
36.0,29.751689479343682,116.0,1.0,7.0,2.0
66.0,56.8203033816507,47.0,2.0,9.0,3.0
66.0,55.778549266034474,114.0,0.0,6.0,2.0
51.0,23.429929140139127,73.0,0.0,9.0,2.0
19.0,39.05955411097195,91.0,2.0,3.0,1.0
47.0,45.51648674489114,28.0,1.0,1.0,2.0
62.0,45.663290443291814,35.0,1.0,1.0,1.0
55.0,42.40085911937435,107.0,0.0,1.0,2.0
32.0,51.91157576919192,38.0,1.0,0.0,3.0
28.0,70.91466133167442,96.0,0.0,5.0,3.0
41.0,57.18329641703896,41.0,2.0,3.0,1.0
21.0,67.67324499760767,67.0,2.0,2.0,1.0
36.0,55.46655406548951,56.0,1.0,0.0,2.0
46.0,45.2128944483473,9.0,2.0,6.0,3.0
31.0,47.34234705594006,3.0,2.0,8.0,3.0
67.0,62.041439152209776,51.0,1.0,3.0,1.0
34.0,58.10971840712655,100.0,1.0,0.0,2.0
25.0,69.99754185040086,77.0,0.0,2.0,3.0
30.0,50.10456905406362,49.0,2.0,8.0,1.0
40.0,29.06875106825968,98.0,2.0,0.0,2.0
46.0,47.078323814935864,94.0,1.0,0.0,1.0
64.0,27.612523599805737,80.0,2.0,4.0,2.0
28.0,47.98185306738417,97.0,0.0,4.0,3.0
33.0,32.39441304353218,35.0,0.0,7.0,1.0
67.0,48.60291448195803,16.0,1.0,0.0,3.0
61.0,52.211122990772964,102.0,2.0,7.0,1.0
40.0,48.184283743653104,40.0,0.0,1.0,1.0
29.0,45.86681871475552,69.0,2.0,0.0,3.0
55.0,44.241640644368516,8.0,1.0,7.0,1.0
41.0,67.0034917258429,54.0,1.0,9.0,2.0
48.0,54.22999867125833,33.0,2.0,1.0,2.0
55.0,27.192486455782753,51.0,0.0,4.0,2.0
53.0,51.9936537027599,94.0,1.0,9.0,1.0
18.0,72.76622705296738,2.0,2.0,5.0,1.0
43.0,43.07790076195944,38.0,2.0,2.0,1.0
34.0,44.22879349185264,56.0,0.0,8.0,3.0
53.0,59.477571003468896,102.0,1.0,8.0,1.0
34.0,37.1723119129219,20.0,2.0,7.0,1.0
54.0,32.28855909283047,52.0,1.0,6.0,3.0
44.0,26.52557256786053,9.0,1.0,4.0,1.0
42.0,60.19676538072294,65.0,1.0,9.0,3.0
47.0,63.04246813139962,66.0,2.0,1.0,3.0
58.0,41.22076846466359,116.0,2.0,2.0,3.0
42.0,32.68105897313367,19.0,0.0,4.0,3.0
55.0,63.050530320376176,16.0,0.0,7.0,3.0
49.0,48.1144018472038,105.0,1.0,0.0,2.0
29.0,19.89617923249763,69.0,2.0,0.0,2.0
66.0,55.57773942619947,96.0,1.0,6.0,1.0
38.0,54.37026656156276,20.0,2.0,0.0,1.0
59.0,70.82720112802483,107.0,2.0,2.0,1.0
51.0,62.59043097741735,52.0,1.0,7.0,1.0
18.0,63.43742261967345,14.0,0.0,8.0,1.0
30.0,36.83688071935963,77.0,2.0,4.0,3.0
38.0,29.707174185444018,91.0,1.0,5.0,2.0
18.0,57.688552111724675,35.0,0.0,7.0,2.0
30.0,50.27695845506428,57.0,0.0,2.0,2.0
48.0,59.695713463973156,34.0,2.0,0.0,3.0
40.0,51.88484816787416,59.0,1.0,8.0,2.0
20.0,71.66951356959376,80.0,0.0,1.0,3.0
28.0,43.53231259712128,28.0,2.0,8.0,2.0
46.0,50.62865502000812,43.0,1.0,1.0,3.0
65.0,40.50253013626534,35.0,2.0,7.0,1.0
35.0,36.87514564152601,15.0,1.0,2.0,1.0
42.0,69.8746296048851,3.0,2.0,8.0,3.0
51.0,48.29977770049456,91.0,2.0,9.0,3.0
35.0,86.97904671262803,27.0,1.0,3.0,3.0
66.0,29.84734076547455,115.0,2.0,7.0,2.0
18.0,51.45793815483967,4.0,1.0,3.0,1.0
45.0,52.4100069882518,85.0,0.0,2.0,2.0
21.0,68.70356800853122,22.0,0.0,0.0,1.0
69.0,36.772535941709776,69.0,2.0,3.0,2.0
38.0,41.05950054391308,105.0,1.0,1.0,2.0
23.0,28.78067481846681,103.0,0.0,8.0,3.0
38.0,71.97571518487334,23.0,1.0,1.0,1.0
