age,monthly_usage,account_duration,payment_history,customer_support_calls,product_tier,churn
53.0,66.45420436655556,76.0,0.0,7.0,1.0,0
55.0,71.62294972584326,7.0,2.0,0.0,1.0,0
28.0,85.28877618435504,66.0,0.0,5.0,3.0,0
50.0,26.385061186506306,60.0,0.0,8.0,3.0,0
41.0,29.436539622497964,1.0,0.0,6.0,2.0,0
40.0,60.39008051379096,62.0,0.0,4.0,3.0,0
32.0,67.74020082598966,87.0,0.0,9.0,3.0,0
44.0,62.13428992037858,89.0,2.0,9.0,3.0,1
28.0,66.19575510791391,18.0,1.0,8.0,3.0,0
68.0,70.65241042947551,108.0,0.0,1.0,2.0,0
67.0,53.03375593293849,7.0,2.0,6.0,1.0,1
34.0,46.811751298691114,115.0,0.0,8.0,3.0,0
68.0,29.477341881118942,54.0,2.0,1.0,1.0,0
31.0,45.52841892176302,67.0,1.0,9.0,1.0,0
44.0,47.826673965036555,93.0,2.0,5.0,1.0,0
35.0,35.75473140013617,10.0,2.0,8.0,3.0,0
45.0,49.42663698264404,61.0,1.0,2.0,3.0,0
68.0,34.064315493807754,59.0,1.0,7.0,2.0,0
64.0,66.69998504520754,59.0,2.0,4.0,3.0,0
64.0,56.3873670376874,107.0,0.0,6.0,3.0,1
21.0,43.10594466742529,69.0,0.0,2.0,3.0,0
24.0,52.83260911739128,63.0,1.0,7.0,1.0,1
62.0,33.423653564627756,98.0,0.0,1.0,2.0,1
52.0,34.94460855321105,8.0,1.0,7.0,1.0,0
65.0,40.49218042584166,78.0,2.0,1.0,2.0,0
26.0,47.12107894386349,104.0,2.0,6.0,3.0,0
25.0,52.11802718733536,55.0,0.0,1.0,3.0,0
69.0,52.17734550344009,6.0,1.0,6.0,1.0,1
62.0,30.218335002540496,1.0,0.0,0.0,1.0,0
34.0,48.78906675661763,56.0,0.0,5.0,1.0,0
34.0,37.72917019127668,97.0,2.0,9.0,2.0,0
66.0,-1.134501061759508,104.0,0.0,6.0,1.0,0
50.0,96.13378297284424,75.0,2.0,3.0,3.0,0
49.0,38.02023911070633,114.0,1.0,0.0,2.0,0
25.0,38.85271768782792,88.0,0.0,5.0,2.0,0
36.0,29.803458164591124,10.0,2.0,3.0,3.0,0
55.0,34.13760567954239,108.0,0.0,2.0,1.0,0
20.0,47.16991527628825,116.0,1.0,3.0,1.0,0
22.0,70.27719986180043,23.0,0.0,5.0,3.0,0
30.0,47.0847699267848,16.0,0.0,4.0,3.0,0
64.0,45.14656536147988,101.0,2.0,1.0,3.0,0
63.0,68.00410965532082,16.0,1.0,1.0,3.0,0
48.0,42.134052041973746,56.0,1.0,2.0,2.0,0
33.0,50.317240933634984,108.0,1.0,5.0,2.0,0
67.0,36.17644902180528,95.0,0.0,0.0,1.0,0
49.0,75.27700251428854,6.0,2.0,6.0,2.0,0
39.0,65.72765360053769,30.0,0.0,7.0,2.0,0
46.0,47.7051894569995,63.0,0.0,6.0,2.0,0
39.0,44.00835077193911,101.0,0.0,2.0,3.0,0
60.0,49.52240815044892,1.0,1.0,5.0,2.0,0
20.0,47.92426132083799,51.0,2.0,3.0,1.0,1
27.0,26.7977050201599,106.0,1.0,4.0,2.0,0
59.0,66.24001177138061,89.0,0.0,2.0,3.0,0
38.0,46.592933296334216,46.0,0.0,4.0,2.0,0
33.0,78.47510564069218,21.0,2.0,5.0,1.0,0
29.0,56.327235661438735,99.0,1.0,7.0,2.0,0
19.0,12.183700248054606,38.0,0.0,5.0,1.0,0
58.0,30.77564825226424,69.0,0.0,8.0,3.0,0
41.0,17.809173399226083,63.0,2.0,9.0,1.0,1
52.0,30.58927918521653,113.0,0.0,9.0,1.0,0
47.0,25.495974887159296,50.0,1.0,9.0,3.0,1
47.0,53.788512355727605,12.0,1.0,9.0,1.0,1
64.0,45.25871987590587,69.0,0.0,3.0,2.0,1
52.0,61.10809877043334,73.0,0.0,1.0,2.0,1
36.0,49.428506259890575,44.0,0.0,8.0,1.0,0
67.0,46.39536397782747,52.0,2.0,2.0,2.0,0
25.0,80.04810423904016,9.0,2.0,6.0,2.0,0
43.0,53.34233950787753,99.0,1.0,3.0,3.0,0
66.0,48.792327237461386,65.0,1.0,0.0,1.0,0
57.0,37.19838619897935,118.0,0.0,7.0,2.0,1
24.0,32.36129726495559,111.0,0.0,3.0,1.0,0
47.0,61.55751527588152,10.0,0.0,5.0,1.0,0
24.0,60.66043996752289,46.0,2.0,6.0,2.0,0
20.0,73.573681084235,103.0,2.0,7.0,3.0,0
18.0,57.183673899542235,100.0,0.0,9.0,3.0,0
53.0,44.103457438406814,58.0,0.0,1.0,1.0,0
42.0,57.665154181554755,37.0,1.0,8.0,3.0,1
54.0,48.79549096694089,52.0,2.0,9.0,2.0,0
18.0,62.98077701110655,112.0,0.0,2.0,2.0,0
32.0,70.01497740278066,99.0,2.0,0.0,3.0,0
54.0,47.47165480424319,81.0,0.0,1.0,3.0,1
30.0,76.35964459722109,13.0,0.0,7.0,1.0,0
57.0,67.8252090143228,6.0,1.0,9.0,3.0,1
25.0,50.26526509146606,58.0,1.0,5.0,1.0,1
22.0,60.06114912586908,101.0,1.0,0.0,2.0,0
26.0,54.58245330470275,48.0,0.0,8.0,3.0,0
18.0,50.32990989206441,32.0,1.0,6.0,1.0,0
53.0,78.69717584709515,11.0,0.0,9.0,1.0,0
52.0,57.764066914860365,81.0,2.0,2.0,1.0,1
19.0,37.3854745905341,5.0,2.0,6.0,1.0,0
57.0,34.58045484607087,6.0,0.0,5.0,2.0,1
40.0,35.19354619321659,74.0,1.0,2.0,3.0,0
26.0,57.3425675137726,117.0,1.0,7.0,1.0,0
51.0,44.87729491521414,97.0,2.0,0.0,3.0,0
63.0,54.999405749191666,94.0,0.0,4.0,3.0,0
31.0,64.04594427442059,21.0,0.0,7.0,2.0,0
21.0,80.43070295648432,42.0,0.0,2.0,3.0,0
47.0,45.222901494674645,81.0,2.0,9.0,2.0,0
48.0,28.871740890001544,27.0,2.0,5.0,2.0,1
55.0,76.8860309799609,3.0,1.0,9.0,1.0,0
28.0,28.14348766521393,60.0,0.0,1.0,2.0,0
52.0,27.55356938816312,93.0,0.0,8.0,1.0,0
25.0,76.49675389950347,66.0,0.0,1.0,2.0,1
20.0,65.99347291606219,93.0,0.0,4.0,2.0,0
31.0,57.27260511839273,49.0,2.0,2.0,3.0,0
30.0,49.25118503819789,100.0,1.0,9.0,1.0,1
62.0,46.41193973907119,34.0,2.0,8.0,3.0,1
49.0,40.23760962508492,37.0,1.0,8.0,2.0,0
51.0,45.754352385868756,42.0,0.0,6.0,1.0,1
62.0,49.288769284539164,65.0,0.0,9.0,2.0,0
36.0,29.383251620908673,60.0,0.0,4.0,2.0,1
55.0,37.69657226041316,90.0,0.0,8.0,3.0,0
33.0,18.321226267037066,1.0,0.0,6.0,1.0,0
19.0,51.168911781504704,59.0,2.0,1.0,1.0,1
57.0,51.1715180162649,4.0,1.0,9.0,1.0,0
34.0,76.6777315439777,103.0,2.0,0.0,2.0,0
51.0,55.633323830488386,14.0,0.0,9.0,1.0,0
59.0,41.65936899626933,110.0,1.0,9.0,2.0,0
33.0,46.99467497450401,18.0,1.0,3.0,2.0,0
55.0,57.30233468766652,34.0,0.0,9.0,2.0,0
19.0,53.414189398175026,1.0,1.0,7.0,1.0,1
19.0,58.67428878817397,53.0,2.0,5.0,3.0,0
43.0,55.655671603069024,22.0,2.0,1.0,2.0,1
30.0,46.21033602214999,80.0,2.0,4.0,3.0,0
64.0,41.96310063390501,61.0,2.0,8.0,1.0,0
48.0,41.156566940600506,22.0,1.0,5.0,1.0,0
51.0,36.120930730669116,50.0,2.0,5.0,1.0,1
56.0,33.76821074338211,16.0,1.0,6.0,1.0,0
20.0,77.57695896293713,28.0,0.0,4.0,1.0,0
25.0,51.87065227469083,92.0,2.0,2.0,3.0,0
40.0,47.67047823337498,119.0,0.0,2.0,1.0,1
31.0,42.561735257406404,86.0,2.0,4.0,1.0,0
44.0,56.43318663996399,70.0,0.0,3.0,1.0,0
46.0,68.0549582908411,89.0,0.0,4.0,1.0,1
56.0,60.8489671438361,42.0,0.0,8.0,1.0,0
56.0,63.82383630967266,66.0,0.0,4.0,2.0,1
18.0,41.20206826724032,71.0,0.0,3.0,2.0,1
34.0,49.938061373249305,117.0,1.0,3.0,3.0,0
58.0,41.39932832211561,81.0,1.0,0.0,1.0,0
47.0,51.60547098204863,35.0,2.0,9.0,3.0,0
30.0,69.08886512087315,20.0,1.0,3.0,3.0,1
38.0,56.59105767355762,108.0,0.0,3.0,1.0,0
36.0,74.40071548994078,2.0,1.0,8.0,1.0,1
36.0,45.672145843247876,7.0,1.0,3.0,2.0,0
42.0,37.8955841897443,96.0,0.0,6.0,1.0,0
39.0,57.68192730041419,49.0,1.0,0.0,2.0,0
48.0,51.78287544834228,83.0,0.0,6.0,3.0,0
34.0,54.840533797470016,76.0,1.0,1.0,3.0,0
40.0,52.59830244449747,9.0,0.0,7.0,2.0,0
49.0,42.73348439972786,27.0,2.0,0.0,2.0,0
27.0,52.936040716549996,78.0,1.0,9.0,1.0,0
27.0,64.60055803743757,2.0,2.0,2.0,2.0,0
53.0,66.14161561852931,85.0,0.0,7.0,2.0,0
25.0,42.657251012219426,68.0,0.0,9.0,1.0,0
69.0,53.46508897595727,60.0,2.0,7.0,3.0,0
37.0,72.15666624322381,115.0,0.0,4.0,2.0,1
49.0,42.98163876410713,85.0,0.0,4.0,1.0,0
67.0,40.25830400851173,112.0,0.0,7.0,1.0,1
31.0,61.91604445953306,86.0,0.0,9.0,2.0,0
67.0,59.28438810470718,49.0,0.0,4.0,3.0,1
45.0,37.44535877401833,2.0,0.0,8.0,1.0,0
63.0,29.008091045637325,17.0,0.0,0.0,2.0,0
69.0,53.17334153444521,83.0,0.0,4.0,3.0,0
41.0,43.7210435320261,104.0,2.0,2.0,2.0,0
32.0,24.738856180573798,88.0,1.0,2.0,1.0,0
39.0,39.69196214227303,20.0,0.0,1.0,1.0,0
47.0,59.039147225518626,102.0,2.0,2.0,1.0,0
21.0,47.72883933633508,76.0,0.0,6.0,2.0,0
30.0,73.49156067527991,89.0,1.0,7.0,1.0,1
40.0,18.69143884371891,87.0,0.0,7.0,2.0,0
25.0,70.06988557230723,114.0,2.0,7.0,3.0,0
35.0,44.84144930350717,98.0,2.0,0.0,3.0,0
29.0,42.6736799606543,32.0,1.0,6.0,3.0,0
48.0,26.732092450276205,51.0,0.0,1.0,3.0,0
31.0,56.976227737141386,88.0,2.0,9.0,1.0,0
51.0,22.59857009009639,42.0,1.0,3.0,1.0,0
35.0,62.26855466896876,63.0,1.0,4.0,2.0,0
51.0,27.29953902437358,89.0,0.0,0.0,3.0,0
28.0,29.66441059644634,61.0,2.0,3.0,3.0,1
58.0,32.13178074975977,62.0,0.0,3.0,2.0,1
29.0,39.26075048909754,3.0,0.0,8.0,2.0,0
66.0,64.1311391164925,89.0,0.0,8.0,2.0,0
32.0,72.55934800432482,92.0,2.0,9.0,2.0,0
48.0,40.81109676589959,76.0,1.0,0.0,3.0,0
66.0,49.30155348040901,26.0,0.0,7.0,1.0,0
46.0,57.34875963608767,48.0,0.0,3.0,3.0,0
43.0,45.06031454399142,108.0,2.0,3.0,2.0,0
35.0,56.76136440939495,8.0,0.0,4.0,1.0,1
49.0,49.93880792743953,5.0,1.0,1.0,3.0,1
39.0,46.19810181865203,11.0,0.0,0.0,2.0,1
55.0,28.70276457646854,42.0,1.0,4.0,1.0,0
34.0,52.23564796887005,99.0,0.0,6.0,1.0,1
40.0,64.37563556972086,91.0,0.0,9.0,2.0,0
41.0,38.32583228389576,119.0,0.0,8.0,1.0,0
67.0,20.47594048716006,41.0,1.0,1.0,3.0,1
25.0,45.20674036557045,108.0,0.0,7.0,3.0,1
58.0,72.64655967211279,102.0,0.0,6.0,3.0,1
23.0,68.17924903231625,19.0,0.0,1.0,1.0,0
22.0,41.293066913261214,48.0,1.0,4.0,1.0,0
61.0,56.83272507484785,53.0,0.0,6.0,2.0,0
46.0,59.2031886972585,55.0,2.0,2.0,2.0,1
45.0,72.355071822345,61.0,1.0,1.0,1.0,0
28.0,26.74126555699242,32.0,2.0,5.0,3.0,0
18.0,33.96757654055533,46.0,0.0,9.0,1.0,0
60.0,19.853669581450195,92.0,1.0,5.0,3.0,0
36.0,39.823862024826916,36.0,1.0,3.0,2.0,1
26.0,65.99458351203252,18.0,0.0,0.0,1.0,0
44.0,41.60421260066479,74.0,2.0,4.0,1.0,0
51.0,30.377166052695408,96.0,1.0,0.0,1.0,1
61.0,53.399546262231475,18.0,1.0,7.0,3.0,0
21.0,53.78553255181032,12.0,1.0,1.0,2.0,1
53.0,34.744258205729984,115.0,1.0,8.0,3.0,1
35.0,42.409311392228,72.0,1.0,8.0,2.0,0
32.0,52.25864780968439,97.0,0.0,2.0,3.0,0
68.0,61.18979745037683,46.0,1.0,5.0,2.0,0
30.0,40.266913197664216,55.0,2.0,8.0,3.0,0
36.0,38.10535479933988,38.0,1.0,6.0,1.0,0
66.0,78.68832034147911,78.0,0.0,3.0,3.0,0
23.0,45.88960653882833,2.0,0.0,2.0,1.0,0
65.0,53.74151456321081,9.0,2.0,1.0,1.0,0
29.0,59.725474345934444,108.0,1.0,9.0,1.0,0
68.0,23.196709472781187,5.0,2.0,9.0,3.0,0
54.0,49.72209557452241,98.0,2.0,0.0,1.0,0
34.0,25.314255729895052,19.0,2.0,9.0,3.0,0
40.0,48.03833826848897,71.0,2.0,0.0,2.0,0
43.0,70.59685852754733,39.0,1.0,3.0,3.0,1
46.0,35.02297509917084,42.0,0.0,3.0,3.0,0
50.0,25.00371215378265,17.0,0.0,8.0,3.0,1
44.0,78.31528665299889,63.0,1.0,9.0,2.0,0
42.0,32.79414236896742,90.0,2.0,0.0,2.0,0
27.0,27.52131504159514,46.0,1.0,3.0,2.0,1
64.0,74.28547354085269,91.0,2.0,2.0,1.0,0
40.0,32.20295117304268,107.0,2.0,8.0,3.0,0
38.0,74.67371314592937,92.0,1.0,4.0,3.0,0
38.0,54.111362422559814,20.0,1.0,8.0,1.0,0
60.0,69.25935615010155,70.0,2.0,9.0,1.0,0
30.0,52.790995041428765,8.0,2.0,5.0,3.0,0
54.0,66.19553547093136,96.0,2.0,8.0,1.0,0
50.0,36.22326766128849,19.0,2.0,0.0,1.0,1
41.0,40.795958539649995,32.0,1.0,3.0,2.0,1
61.0,18.267327933580194,19.0,0.0,3.0,1.0,0
28.0,64.57672216636777,24.0,0.0,9.0,1.0,1
34.0,56.293540149730255,24.0,2.0,9.0,3.0,0
21.0,34.89013062005867,56.0,0.0,5.0,1.0,0
64.0,23.766469275231227,81.0,0.0,9.0,1.0,1
42.0,54.227197229377154,18.0,0.0,0.0,1.0,0
47.0,75.13931802158285,12.0,0.0,9.0,2.0,0
26.0,47.93058616126515,41.0,0.0,4.0,3.0,0
38.0,40.123309422174245,87.0,0.0,2.0,2.0,0
37.0,35.94388579778048,48.0,2.0,0.0,1.0,0
36.0,68.74023061649484,82.0,2.0,5.0,3.0,1
36.0,38.31128263384588,64.0,2.0,2.0,3.0,0
29.0,44.43231349973477,16.0,1.0,3.0,1.0,0
54.0,65.62602361878169,80.0,0.0,8.0,2.0,0
59.0,59.56222407254475,100.0,0.0,1.0,1.0,1
34.0,45.00636005019982,23.0,1.0,0.0,2.0,0
54.0,39.51534588125982,86.0,0.0,9.0,1.0,0
65.0,71.98367434618072,39.0,2.0,5.0,3.0,1
56.0,33.254454873410275,33.0,2.0,0.0,3.0,0
45.0,46.84572222308924,24.0,1.0,0.0,2.0,0
58.0,27.411852689865484,61.0,2.0,6.0,1.0,0
52.0,67.83300766905553,55.0,1.0,1.0,2.0,0
64.0,42.87671186175491,61.0,2.0,3.0,3.0,0
65.0,39.50561301926516,84.0,0.0,3.0,3.0,0
35.0,59.92493698077091,97.0,2.0,1.0,2.0,0
31.0,28.617269430467893,95.0,1.0,5.0,2.0,1
52.0,59.53072071828261,40.0,0.0,9.0,2.0,0
61.0,44.5918581189874,58.0,1.0,1.0,2.0,0
58.0,31.920511778297083,119.0,0.0,7.0,2.0,1
24.0,35.14605544607272,72.0,0.0,3.0,1.0,0
58.0,39.73699850657394,74.0,2.0,0.0,2.0,0
30.0,43.33934486804392,1.0,2.0,6.0,2.0,0
35.0,32.022108892381794,85.0,0.0,5.0,3.0,0
54.0,54.41773984352069,25.0,2.0,5.0,3.0,0
30.0,31.629170240664973,96.0,2.0,2.0,1.0,0
53.0,14.523163202925673,53.0,1.0,9.0,2.0,1
48.0,78.79429443196284,61.0,2.0,6.0,2.0,0
19.0,52.968913236484504,46.0,0.0,5.0,3.0,0
33.0,80.14237387468363,110.0,2.0,9.0,3.0,0
26.0,34.34510974959425,74.0,0.0,9.0,3.0,1
26.0,57.19692071431997,60.0,0.0,8.0,2.0,0
55.0,63.4191304829489,51.0,1.0,2.0,2.0,1
28.0,47.15980612740116,112.0,0.0,2.0,1.0,0
39.0,28.33325036631979,73.0,0.0,3.0,3.0,0
50.0,46.03278298666558,84.0,1.0,2.0,3.0,0
53.0,59.395953996443595,48.0,0.0,3.0,3.0,0
62.0,58.823306748510475,84.0,1.0,5.0,3.0,0
40.0,49.975570813129146,40.0,0.0,0.0,3.0,0
62.0,63.459319147576196,7.0,2.0,1.0,2.0,1
62.0,62.751291822385305,75.0,1.0,9.0,2.0,1
51.0,42.14498599910745,85.0,1.0,5.0,3.0,0
26.0,27.193705177126894,102.0,0.0,5.0,3.0,1
41.0,52.85650862016183,111.0,1.0,0.0,2.0,0
25.0,38.800436509693895,19.0,0.0,5.0,2.0,0
24.0,52.15622901348935,110.0,1.0,8.0,1.0,0
53.0,70.18294780327848,15.0,1.0,7.0,2.0,0
35.0,56.56238023806647,70.0,2.0,9.0,1.0,0
20.0,69.44383563832594,61.0,0.0,4.0,3.0,0
45.0,34.82780298475144,56.0,2.0,3.0,3.0,1
23.0,66.31183608021038,10.0,1.0,5.0,3.0,0
61.0,75.14896897477499,46.0,0.0,4.0,2.0,1
61.0,50.96483010062038,80.0,2.0,5.0,2.0,0
38.0,84.83080090546534,109.0,1.0,9.0,3.0,0
45.0,37.138531824070924,75.0,2.0,2.0,3.0,1
57.0,40.41749195360822,57.0,1.0,6.0,1.0,0
18.0,59.749033256427026,35.0,1.0,7.0,2.0,1
53.0,50.81698317245283,72.0,0.0,4.0,2.0,0
38.0,38.85639000828158,92.0,0.0,4.0,1.0,1
60.0,59.28656114923652,3.0,0.0,3.0,3.0,0
52.0,55.33312269998591,66.0,1.0,9.0,3.0,0
30.0,41.20584985201627,53.0,2.0,4.0,2.0,0
66.0,52.83577439066559,78.0,0.0,9.0,2.0,1
27.0,61.385382809463884,52.0,0.0,7.0,3.0,0
61.0,40.87311820252232,93.0,0.0,4.0,1.0,1
64.0,57.754937144613315,53.0,0.0,8.0,1.0,0
27.0,36.99435158717979,54.0,1.0,0.0,1.0,0
63.0,39.8926342853773,47.0,2.0,6.0,2.0,0
30.0,66.67380969830415,3.0,1.0,4.0,1.0,0
54.0,59.206194396596466,65.0,1.0,3.0,2.0,0
55.0,21.697437378384144,15.0,1.0,2.0,2.0,0
41.0,44.38663062436199,84.0,0.0,9.0,3.0,1
19.0,57.34545161889739,86.0,2.0,6.0,3.0,0
39.0,52.082984257825075,34.0,1.0,1.0,1.0,0
34.0,59.27306367775928,50.0,1.0,4.0,1.0,0
53.0,51.73972489673445,33.0,1.0,1.0,2.0,1
31.0,48.011034897810006,73.0,0.0,6.0,3.0,0
27.0,47.55256796244137,3.0,0.0,5.0,3.0,0
52.0,66.36768970391805,2.0,1.0,9.0,2.0,0
42.0,60.42409379645935,4.0,0.0,6.0,1.0,1
20.0,56.07115705618193,16.0,2.0,8.0,1.0,1
64.0,51.33249648351166,54.0,0.0,1.0,2.0,1
55.0,41.76771962929672,33.0,1.0,8.0,3.0,1
34.0,45.398695037576914,9.0,2.0,6.0,2.0,0
29.0,65.97006686655315,57.0,0.0,1.0,2.0,0
69.0,64.55753741804324,40.0,1.0,9.0,1.0,0
41.0,40.2714135545685,102.0,2.0,1.0,3.0,0
46.0,51.498797715873515,52.0,2.0,3.0,1.0,0
60.0,57.47700983921098,82.0,2.0,1.0,1.0,0
42.0,56.497766171099954,16.0,0.0,0.0,3.0,0
53.0,56.38224024595147,8.0,2.0,5.0,1.0,0
43.0,33.318877724348965,87.0,0.0,9.0,2.0,0
55.0,32.42773867178285,60.0,1.0,4.0,2.0,0
18.0,67.55292115041969,36.0,0.0,2.0,3.0,1
37.0,72.63537798337782,3.0,0.0,0.0,2.0,0
45.0,27.77718291434815,15.0,1.0,8.0,2.0,1
33.0,49.58359795033005,102.0,0.0,7.0,2.0,0
64.0,62.210761959999836,97.0,0.0,5.0,2.0,0
34.0,16.943322443603826,82.0,1.0,5.0,1.0,0
57.0,33.89993212881433,23.0,2.0,3.0,2.0,0
45.0,48.617044668093044,107.0,1.0,1.0,3.0,1
29.0,41.041420159126766,3.0,2.0,3.0,1.0,0
44.0,53.13715251718323,30.0,0.0,1.0,2.0,1
59.0,72.05723041525533,45.0,1.0,6.0,2.0,0
64.0,37.2080355873015,17.0,2.0,8.0,3.0,0
47.0,50.75409336973062,114.0,0.0,1.0,1.0,0
58.0,44.828058155087255,58.0,0.0,8.0,2.0,0
51.0,52.04547962109709,58.0,0.0,8.0,3.0,0
54.0,50.08700178674141,96.0,2.0,7.0,1.0,0
23.0,89.55797298698815,110.0,2.0,0.0,1.0,1
24.0,72.34366188271369,57.0,2.0,4.0,2.0,0
49.0,26.285967190441525,7.0,0.0,9.0,3.0,0
49.0,36.497978555412374,39.0,2.0,3.0,3.0,1
42.0,38.332141126870795,78.0,1.0,6.0,2.0,0
50.0,31.48586773808298,58.0,2.0,7.0,2.0,0
24.0,29.474555288162982,56.0,2.0,9.0,2.0,0
69.0,47.32450362957827,15.0,0.0,7.0,3.0,1
29.0,38.904686539825384,44.0,1.0,1.0,1.0,0
33.0,36.638095003010534,12.0,1.0,2.0,2.0,0
33.0,80.30710965639194,8.0,1.0,9.0,2.0,1
60.0,39.936835688604795,80.0,2.0,9.0,1.0,1
53.0,43.35248408280198,41.0,0.0,6.0,1.0,0
30.0,61.12184730488923,34.0,2.0,3.0,3.0,1
24.0,43.302072918883795,46.0,0.0,5.0,2.0,1
53.0,32.51489734322446,88.0,1.0,7.0,3.0,0
64.0,46.13090444222404,29.0,2.0,7.0,1.0,0
68.0,80.13100134344154,16.0,0.0,6.0,2.0,1
26.0,42.77836864602613,5.0,2.0,1.0,3.0,0
49.0,36.32349896255225,5.0,0.0,1.0,3.0,0
28.0,56.30345496273532,116.0,1.0,2.0,1.0,1
25.0,45.41128268510044,30.0,2.0,3.0,2.0,1
50.0,91.08491191509567,117.0,1.0,0.0,3.0,0
40.0,38.19654572410099,50.0,2.0,4.0,3.0,0
42.0,76.00596080315074,114.0,2.0,6.0,1.0,0
25.0,67.45084324833567,5.0,0.0,9.0,2.0,0
62.0,44.279820453171595,107.0,0.0,4.0,1.0,1
39.0,49.94727058015405,13.0,0.0,6.0,3.0,0
21.0,34.551802121832324,99.0,1.0,4.0,2.0,0
57.0,41.92337705565481,49.0,1.0,9.0,1.0,1
20.0,44.17331255596498,89.0,2.0,7.0,2.0,0
46.0,52.36780296515685,50.0,0.0,6.0,2.0,0
58.0,28.80979811038906,14.0,1.0,0.0,2.0,0
46.0,54.67227005504438,108.0,2.0,0.0,3.0,0
51.0,47.811973680550274,46.0,1.0,4.0,2.0,0
51.0,55.971617015192486,90.0,2.0,1.0,1.0,0
45.0,58.20959963366538,82.0,0.0,8.0,2.0,0
30.0,46.610968342163225,84.0,2.0,1.0,2.0,1
32.0,57.3229666533693,34.0,2.0,8.0,3.0,0
40.0,48.69235757861103,71.0,0.0,9.0,1.0,0
61.0,61.15209484142098,47.0,0.0,1.0,2.0,0
43.0,54.74188724539586,60.0,2.0,3.0,3.0,0
21.0,52.715622517190624,74.0,1.0,2.0,3.0,0
43.0,48.463310357989016,79.0,0.0,5.0,2.0,1
57.0,69.43723869425018,81.0,2.0,3.0,2.0,0
26.0,56.077778439425344,11.0,0.0,8.0,2.0,0
22.0,30.178062905021015,98.0,0.0,8.0,3.0,0
49.0,42.920738461041786,91.0,1.0,9.0,2.0,0
37.0,46.57122787509746,85.0,0.0,8.0,3.0,1
67.0,49.98315259541291,95.0,2.0,2.0,1.0,1
28.0,52.65061026839761,50.0,2.0,2.0,2.0,0
32.0,35.83674928584783,4.0,0.0,3.0,1.0,1
49.0,48.980032093776124,41.0,0.0,8.0,1.0,0
45.0,45.28817979117695,59.0,1.0,5.0,1.0,0
39.0,66.2711636413094,60.0,1.0,8.0,3.0,1
58.0,35.073825360180855,113.0,1.0,7.0,3.0,0
34.0,49.739320999877506,81.0,2.0,6.0,3.0,0
43.0,39.7192233148931,113.0,1.0,4.0,3.0,0
61.0,77.9449387327969,62.0,2.0,8.0,1.0,0
24.0,68.84920403980222,112.0,1.0,3.0,3.0,0
59.0,25.364631269141032,84.0,2.0,3.0,1.0,1
43.0,38.056794723713935,25.0,0.0,7.0,1.0,0
42.0,63.0638493810158,104.0,2.0,3.0,3.0,0
27.0,56.85924572064802,87.0,0.0,6.0,1.0,0
62.0,56.38897673969471,79.0,2.0,3.0,3.0,0
36.0,52.86279058639385,33.0,2.0,0.0,1.0,1
28.0,64.2679982760187,19.0,0.0,9.0,2.0,1
30.0,61.714649065961886,57.0,2.0,8.0,3.0,1
25.0,45.64165790420749,15.0,2.0,3.0,1.0,0
57.0,32.0111225010961,41.0,1.0,2.0,3.0,1
21.0,24.64902108210279,69.0,0.0,2.0,1.0,0
64.0,48.44541912144349,80.0,0.0,8.0,3.0,0
48.0,22.401475036343594,60.0,1.0,7.0,2.0,1
45.0,53.76495085513114,109.0,1.0,9.0,2.0,0
28.0,45.37952692823885,112.0,0.0,6.0,3.0,0
60.0,79.15866554692158,96.0,0.0,6.0,3.0,1
18.0,55.1469390873846,22.0,0.0,3.0,1.0,1
66.0,49.56162230656522,43.0,1.0,2.0,1.0,0
64.0,25.757454204045064,32.0,1.0,3.0,3.0,1
69.0,31.065183720259935,13.0,2.0,5.0,2.0,1
55.0,60.220312133994035,38.0,1.0,3.0,2.0,1
41.0,45.303550085164,26.0,2.0,3.0,3.0,0
64.0,88.0306362205925,116.0,2.0,1.0,1.0,1
48.0,48.75423057747108,81.0,1.0,6.0,3.0,1
58.0,52.5338342020813,5.0,1.0,5.0,3.0,0
63.0,30.24654527783108,49.0,1.0,1.0,2.0,0
67.0,64.21147348272973,97.0,1.0,4.0,2.0,0
43.0,36.114186688763354,91.0,0.0,5.0,1.0,0
66.0,57.86618122866031,5.0,1.0,4.0,1.0,1
67.0,62.176899712559425,101.0,2.0,3.0,3.0,0
22.0,51.427898886020394,71.0,2.0,8.0,3.0,0
37.0,76.35456403455954,48.0,0.0,2.0,3.0,1
69.0,40.839453925246254,18.0,0.0,1.0,3.0,0
58.0,75.13310319682323,95.0,1.0,8.0,2.0,0
28.0,30.935809721001466,6.0,0.0,7.0,1.0,0
50.0,61.98542737819454,66.0,1.0,8.0,1.0,0
67.0,47.863797780628154,77.0,1.0,9.0,1.0,1
55.0,39.37801113330097,42.0,0.0,2.0,1.0,1
44.0,25.080818769019757,117.0,0.0,0.0,2.0,0
51.0,46.08996284124782,52.0,2.0,0.0,3.0,1
32.0,45.14277379728942,11.0,0.0,2.0,1.0,0
49.0,52.59359334431687,26.0,0.0,3.0,1.0,0
38.0,60.87222464466109,21.0,0.0,1.0,3.0,0
63.0,37.87300740341982,66.0,2.0,7.0,2.0,1
22.0,76.37401521755899,40.0,1.0,2.0,2.0,0
23.0,41.921979315415726,56.0,2.0,3.0,1.0,0
55.0,59.032909685411,118.0,0.0,5.0,1.0,0
