LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtUnfSF,TotalBsmtSF,Ce0tralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,YrSold,SalePrice,SalePriceK,Sold_HigherThan_Median
39,5389,8,5,1995,1996,415,1595,1,1616,0,0,1616,1,0,2,0,2,1,5,1,1995,2,608,1,237,152,0,0,0,0,2010,236500,236.5,More than median
73,9590,7,5,2003,2003,82,868,1,1146,0,0,1146,1,0,2,0,3,1,6,1,2003,2,438,1,160,22,0,0,0,0,2007,187500,187.5,More than median
75,11404,7,5,1998,1999,901,1153,1,1153,878,0,2031,0,0,2,1,3,1,8,1,1998,2,541,1,192,84,0,0,0,0,2008,222500,222.5,More than median
80,10000,5,6,1961,1983,270,864,1,1144,0,0,1144,1,0,1,0,3,1,6,1,1961,1,264,1,165,0,0,0,0,0,2009,131400,131.4,Less than median
-1,8978,5,5,1968,1968,948,948,1,948,0,0,948,0,0,1,0,3,1,6,0,1968,1,300,1,147,0,0,0,0,0,2007,108000,108,Less than median
60,10800,7,7,1914,1970,490,880,0,880,888,0,1768,0,0,1,1,2,1,6,2,1914,2,320,0,0,341,0,0,0,0,2006,163000,163,Less than median
60,8544,3,4,1950,1950,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,1949,2,400,1,0,0,0,0,0,0,2006,93500,93.5,Less than median
72,10463,8,5,2005,2005,893,893,1,901,900,0,1801,0,0,2,1,3,1,8,1,2005,3,800,1,0,116,0,0,0,0,2006,239900,239.9,More than median
60,10800,5,5,1987,1988,0,1200,1,1200,0,0,1200,3,0,3,0,3,1,5,0,0,0,0,1,120,0,0,0,0,0,2009,179000,179,More than median
65,9313,7,5,2004,2004,864,864,1,864,864,0,1728,0,0,2,1,3,1,7,0,2004,2,572,1,187,56,0,0,0,0,2009,190000,190,More than median
60,9600,5,7,1910,2002,264,264,1,768,664,0,1432,0,0,2,0,2,1,7,0,1910,2,360,1,270,0,112,0,0,0,2007,132000,132,Less than median
65,6768,6,8,1961,1996,80,912,1,912,0,0,912,1,1,1,0,3,1,5,0,1962,1,288,1,168,0,0,0,0,0,2008,142000,142,Less than median
65,8450,7,5,2000,2001,1349,1349,1,1349,0,0,1349,0,0,2,0,3,1,6,0,2000,2,539,1,120,55,0,0,0,0,2007,179000,179,More than median
70,12886,5,6,1963,1999,76,520,1,1464,0,0,1464,0,1,2,0,3,1,6,1,1997,2,480,1,302,0,0,0,100,0,2009,175000,175,More than median
41,5395,8,5,1993,1993,604,1337,1,1337,0,0,1337,1,0,2,0,2,1,5,1,1993,2,462,1,96,0,70,168,0,0,2008,180000,180,More than median
-1,8963,8,9,1976,1996,487,1142,1,1175,1540,0,2715,0,1,3,1,4,1,11,2,1994,2,831,1,0,204,0,0,0,0,2008,299800,299.8,More than median
-1,8795,7,5,2000,2000,652,952,1,980,1276,0,2256,0,0,2,1,4,1,8,1,2000,2,554,1,224,54,0,0,0,0,2009,236000,236,More than median
65,11700,7,7,1880,2003,1240,1240,0,1320,1320,0,2640,0,0,1,1,4,1,8,1,1950,4,864,0,181,0,386,0,0,0,2009,265979,265.98,More than median
59,10593,7,5,1996,1996,801,1720,1,1720,0,0,1720,1,0,2,0,3,1,7,1,1996,2,527,1,240,56,154,0,0,0,2010,260400,260.4,More than median
50,8405,4,3,1945,1950,0,0,0,1088,441,0,1529,0,0,2,0,4,1,9,0,1945,1,240,0,92,0,185,0,0,0,2009,98000,98,Less than median
55,8800,4,7,1910,2004,576,576,1,792,348,0,1140,0,0,1,0,3,1,7,0,0,0,0,0,0,160,0,0,0,0,2010,96500,96.5,Less than median
-1,7750,7,5,2003,2003,660,660,1,660,660,0,1320,0,0,2,1,3,1,6,0,2003,2,400,1,0,48,0,0,0,0,2007,162000,162,Less than median
79,9236,6,5,1997,1997,279,1479,1,1494,0,0,1494,1,0,2,0,3,1,6,0,1997,2,576,1,168,27,0,0,0,0,2006,217000,217,More than median
80,10240,8,5,2005,2005,1030,1030,1,1038,1060,0,2098,0,0,2,1,3,1,8,1,2005,3,878,1,192,52,0,0,0,0,2006,275500,275.5,More than median
61,7930,6,8,1969,2005,115,1026,1,1026,0,0,1026,1,0,1,0,3,1,5,0,1969,2,440,1,171,48,0,0,0,0,2009,156000,156,Less than median
34,3230,6,5,1999,1999,348,729,1,742,729,0,1471,0,0,2,1,3,1,6,0,1999,2,440,1,0,24,0,0,0,0,2009,172500,172.5,More than median
68,10769,8,5,2007,2007,846,866,1,866,902,0,1768,0,0,2,1,3,1,7,0,2007,2,578,1,144,105,0,0,0,0,2009,212000,212,More than median
-1,11616,6,5,1978,1978,234,672,1,672,714,0,1386,0,0,2,1,3,1,6,1,1978,2,440,1,335,0,0,0,0,0,2010,158900,158.9,Less than median
24,2280,7,5,1999,1999,195,744,1,757,744,0,1501,0,0,2,1,3,1,6,0,1999,2,440,1,0,0,0,0,0,0,2008,179400,179.4,More than median
65,12257,8,5,1995,1995,1198,1318,1,1328,1203,0,2531,0,0,2,1,4,1,9,1,1995,3,752,1,222,98,0,0,0,0,2007,290000,290,More than median
70,9100,6,6,1959,1959,252,864,1,864,0,0,864,0,0,1,0,2,1,5,0,2008,1,300,1,0,0,0,0,0,0,2009,127500,127.5,Less than median
60,6911,5,5,1924,1950,740,1145,1,1301,0,0,1301,0,0,1,0,2,1,5,0,1965,2,440,1,0,0,0,0,0,0,2009,100000,100,Less than median
72,8640,7,5,2009,2009,732,756,1,764,783,0,1547,0,0,2,1,3,1,7,0,2009,2,614,1,169,45,0,0,0,0,2010,215200,215.2,More than median
82,9430,8,5,1999,1999,89,1252,1,1268,1097,0,2365,1,0,2,1,3,1,8,1,1999,3,856,1,0,128,0,0,180,0,2009,337000,337,More than median
30,9549,8,5,1995,1996,0,1494,1,1494,0,0,1494,1,0,1,1,2,1,6,1,1995,2,481,1,0,30,0,0,216,0,2006,270000,270,More than median
75,14587,9,5,2008,2008,1498,1498,1,1506,0,0,1506,0,0,2,0,2,1,6,1,2008,2,592,1,0,174,0,0,0,0,2008,264132,264.13,More than median
80,10421,7,5,1988,1988,586,980,1,980,734,0,1714,0,0,2,1,3,1,7,1,1988,2,496,1,228,66,156,0,0,0,2010,196500,196.5,More than median
75,12508,6,7,1940,1985,323,983,1,983,767,0,1750,1,0,2,0,4,1,7,0,1989,1,423,1,245,0,156,0,0,0,2008,160000,160,Less than median
70,9100,7,5,2004,2005,1836,1860,1,1836,0,0,1836,0,0,2,0,3,1,8,1,2004,2,484,1,120,33,0,0,0,0,2006,216837,216.84,More than median
47,53504,8,5,2003,2003,234,1650,1,1690,1589,0,3279,1,0,3,1,4,1,12,1,2003,3,841,1,503,36,0,0,210,0,2010,538000,538,More than median
-1,7252,5,5,1982,1982,173,858,1,858,0,0,858,1,0,1,0,2,1,5,0,1983,2,576,1,120,0,0,0,0,0,2009,134900,134.9,Less than median
67,8877,4,5,1951,1951,0,836,1,1220,0,0,1220,0,0,1,0,2,1,6,0,1951,2,396,1,0,0,0,0,0,0,2006,102000,102,Less than median
94,7819,6,5,1976,1976,480,1029,1,1117,0,0,1117,1,0,1,0,3,1,6,1,1976,2,672,1,144,0,0,0,0,0,2010,107000,107,Less than median
70,10150,5,5,1958,1958,456,912,1,912,0,0,912,0,0,1,0,2,1,5,0,1958,1,275,1,0,0,0,0,0,0,2007,114500,114.5,Less than median
110,14226,8,5,2006,2006,1935,1935,1,1973,0,0,1973,0,0,2,0,3,1,9,1,2006,3,895,1,315,45,0,0,0,0,2007,395000,395,More than median
32,4500,6,5,1998,1998,338,1204,1,1204,0,0,1204,1,0,2,0,2,1,5,0,1998,2,412,1,0,247,0,0,0,0,2009,162000,162,Less than median
86,11210,7,5,2005,2006,1594,1614,1,1614,0,0,1614,0,0,2,0,3,1,7,0,2005,3,865,1,144,59,0,0,0,0,2006,221500,221.5,More than median
100,13350,5,5,1974,1974,102,864,1,894,0,0,894,1,0,1,0,3,1,5,1,1974,2,440,1,241,0,0,0,0,0,2006,142500,142.5,Less than median
60,8400,5,5,1977,1977,0,0,1,2020,0,0,2020,0,0,2,0,4,2,10,2,1977,2,630,1,0,0,0,0,0,0,2007,144000,144,Less than median
78,10530,6,5,1977,1977,0,975,1,1004,0,0,1004,1,0,1,0,2,1,4,0,1977,2,504,1,0,0,0,0,0,0,2006,135000,135,Less than median
63,7875,7,5,1995,1996,1237,1237,1,1253,0,0,1253,0,0,2,0,3,1,6,1,1995,2,402,1,220,21,0,0,0,0,2007,176000,176,More than median
65,7153,6,5,1992,1992,374,761,1,810,793,0,1603,0,0,2,1,3,1,7,0,1992,2,484,1,0,124,0,0,0,0,2006,175900,175.9,More than median
67,16285,7,5,2001,2002,1413,1413,1,1430,0,0,1430,0,0,2,0,3,1,6,0,2001,2,605,1,0,33,0,0,0,0,2009,187100,187.1,More than median
-1,9101,5,6,1978,1978,0,1097,1,1110,0,0,1110,1,0,1,0,1,1,4,1,1978,2,602,1,303,30,0,0,0,0,2009,165500,165.5,More than median
35,6300,6,6,1914,2001,742,742,1,742,742,0,1484,0,0,2,0,3,1,9,1,0,0,0,1,0,291,134,0,0,0,2008,128000,128,Less than median
-1,9790,6,5,1967,1967,491,1372,1,1342,0,0,1342,0,0,2,0,3,1,7,1,1967,2,457,1,0,0,0,0,197,0,2009,161500,161.5,Less than median
60,10800,5,6,1915,1950,0,686,1,966,686,0,1652,1,0,2,0,4,1,7,0,1961,1,416,1,0,0,196,0,0,0,2010,139000,139,Less than median
76,10142,7,5,2004,2004,300,956,1,956,1128,0,2084,1,0,2,1,4,1,8,0,2004,2,618,1,0,45,0,0,0,0,2010,233000,233,More than median
50,6000,4,7,1954,2000,901,901,1,901,0,0,901,0,0,1,0,2,1,4,0,1954,1,281,1,0,0,0,0,0,0,2008,107900,107.9,Less than median
-1,12205,6,8,1966,2007,264,832,1,976,1111,0,2087,0,0,2,1,5,1,9,0,1966,2,444,1,133,168,0,0,0,0,2007,187500,187.5,More than median
43,3182,7,5,2005,2006,1129,1145,1,1145,0,0,1145,0,0,2,0,2,1,5,1,2005,2,397,1,100,16,0,0,0,0,2009,160200,160.2,Less than median
-1,11333,6,5,1976,1976,490,1029,1,1062,0,0,1062,1,0,1,0,3,1,5,2,1976,2,539,1,120,0,0,0,0,0,2007,146800,146.8,Less than median
92,9920,7,5,1996,1997,255,1117,1,1127,886,0,2013,1,0,2,1,3,1,8,1,1997,2,455,1,180,130,0,0,0,0,2007,269790,269.79,More than median
76,9158,8,5,2007,2007,1496,1496,1,1496,0,0,1496,0,0,2,0,3,1,7,0,2007,2,474,1,168,130,0,0,0,0,2007,225000,225,More than median
-1,10832,7,5,1994,1996,712,712,1,1086,809,0,1895,0,0,2,1,3,1,7,1,1994,2,409,1,143,46,0,0,0,0,2008,194500,194.5,More than median
70,8400,6,6,1980,1981,650,650,1,888,676,0,1564,0,0,2,1,3,1,7,1,1980,2,476,1,0,50,0,0,204,0,2010,171000,171,More than median
71,8197,6,5,1977,1977,660,660,1,1285,0,0,1285,0,0,1,1,3,1,7,1,1977,2,528,1,138,0,0,0,0,0,2007,143500,143.5,Less than median
57,7677,5,5,1953,1953,203,773,1,773,0,0,773,0,0,1,0,2,1,4,0,1953,1,240,1,0,0,0,0,0,0,2008,110000,110,Less than median
104,13518,9,5,2008,2009,1926,1926,1,1966,1174,0,3140,0,0,3,1,4,1,11,2,2009,3,820,1,144,78,0,0,0,0,2009,485000,485,More than median
60,7200,5,7,1937,1950,162,731,1,981,787,0,1768,1,0,1,1,3,1,7,2,1939,1,240,1,0,0,264,0,0,0,2007,175000,175,More than median
79,12798,6,5,1997,1997,154,616,1,616,1072,0,1688,1,0,2,1,4,1,8,0,1997,2,603,1,403,114,185,0,0,0,2008,200000,200,More than median
40,4800,4,7,1916,1990,999,1196,1,1196,0,0,1196,1,0,1,0,2,1,5,0,1957,2,440,1,0,0,0,0,0,0,2007,109900,109.9,Less than median
63,8199,7,5,2005,2005,80,728,1,728,728,0,1456,1,0,2,1,3,1,7,1,2005,2,410,1,36,18,0,0,0,0,2008,189000,189,More than median
107,13891,9,5,2008,2009,1734,1734,1,1734,1088,0,2822,0,0,3,1,4,1,12,1,2009,3,1020,1,52,170,0,0,192,0,2009,582933,582.93,More than median
75,9000,5,5,1954,1954,124,936,1,1128,0,0,1128,0,0,1,0,2,1,5,0,1954,1,286,1,0,0,0,0,0,0,2006,118000,118,Less than median
91,12274,7,5,2008,2008,1417,1417,1,1428,0,0,1428,0,0,2,0,3,1,6,0,2008,2,554,1,0,60,0,0,0,0,2008,227680,227.68,More than median
75,9750,5,5,1967,1967,100,980,1,980,0,0,980,0,0,2,0,3,1,6,0,1967,1,384,1,68,0,0,0,0,0,2006,135500,135.5,Less than median
144,21384,5,6,1923,2004,15,1324,1,1072,504,0,1576,2,0,1,1,3,1,6,1,1923,2,528,1,0,312,0,0,0,0,2009,223500,223.5,More than median
85,13400,5,5,1966,1966,380,1024,1,1086,0,0,1086,1,0,1,0,3,1,6,1,1966,2,484,1,0,0,0,0,0,0,2006,159950,159.95,Less than median
90,8100,5,5,1898,1965,849,849,0,1075,1063,0,2138,0,0,2,0,2,3,11,0,1910,2,360,0,40,156,0,0,0,0,2009,106000,106,Less than median
78,10140,6,6,1974,1999,0,1040,1,1309,0,0,1309,1,0,1,1,3,1,5,1,1974,2,484,1,265,0,0,0,0,648,2006,181000,181,More than median
-1,4438,6,5,2004,2004,186,848,1,848,0,0,848,1,0,1,0,1,1,4,1,2004,2,420,1,140,0,0,0,0,0,2008,144500,144.5,Less than median
66,8712,5,5,1952,1952,540,540,0,1044,0,0,1044,0,0,1,0,2,1,4,0,1952,2,504,0,0,0,0,0,0,0,2010,55993,55.99,Less than median
75,9750,6,6,1958,1958,834,1442,1,1442,0,0,1442,0,0,1,1,4,1,7,0,1958,1,301,1,0,0,275,0,0,0,2007,157900,157.9,Less than median
45,8248,5,7,1918,1950,686,686,1,686,564,0,1250,0,1,1,1,3,1,7,0,1955,1,280,1,207,0,96,0,0,0,2006,116000,116,Less than median
48,12137,7,5,1998,1998,1649,1649,1,1661,0,0,1661,0,0,2,0,3,1,6,0,1998,2,598,1,0,34,0,0,0,0,2010,224900,224.9,More than median
-1,11425,5,6,1954,1954,522,1008,1,1008,0,0,1008,0,0,1,0,2,1,4,1,1954,1,275,1,0,0,120,0,0,0,2006,137000,137,Less than median
-1,13265,8,5,2002,2002,350,1568,1,1689,0,0,1689,1,0,2,0,3,1,7,2,2002,3,857,1,150,59,0,0,0,0,2008,271000,271,More than median
80,8816,6,7,1971,1971,506,1010,1,1052,0,0,1052,1,0,1,0,3,1,6,0,1971,2,440,1,0,0,0,0,0,0,2010,155000,155,Less than median
44,6371,7,5,2009,2010,625,1358,1,1358,0,0,1358,1,0,2,0,2,1,6,1,2010,2,484,1,192,35,0,0,0,0,2010,224000,224,More than median
72,7226,7,5,2003,2003,798,798,1,798,842,0,1640,0,0,2,1,3,1,6,0,2003,2,595,1,0,45,0,0,0,0,2008,183000,183,More than median
60,6000,4,4,1953,1953,936,936,0,936,0,0,936,0,0,1,0,2,1,4,0,1974,2,576,1,0,32,112,0,0,0,2009,93000,93,Less than median
-1,12394,7,5,2003,2003,847,847,1,847,886,0,1733,0,0,2,1,3,1,7,1,2003,2,433,1,100,48,0,0,0,0,2007,225000,225,More than median
60,9900,6,7,1940,1950,778,778,1,944,545,0,1489,0,0,2,0,3,1,7,1,1940,1,240,1,335,0,0,0,0,0,2009,139500,139.5,Less than median
81,11216,8,5,2006,2006,1489,1489,1,1489,0,0,1489,0,0,2,0,3,1,7,1,2006,2,776,1,0,140,0,0,0,0,2006,232600,232.6,More than median
114,14803,10,5,2007,2008,442,2078,1,2084,0,0,2084,1,0,2,0,2,1,7,1,2007,3,1220,1,188,45,0,0,0,0,2008,385000,385,More than median
50,6130,5,6,1924,1950,0,784,1,784,0,0,784,1,0,1,0,2,1,5,0,0,0,0,1,0,0,116,0,0,0,2008,109500,109.5,Less than median
65,8529,7,5,2001,2001,1434,1454,1,1434,0,0,1434,0,0,2,0,3,1,6,1,2001,2,527,1,290,39,0,0,0,0,2009,189000,189,More than median
-1,28698,5,5,1967,1967,0,1013,1,1160,966,0,2126,0,1,2,1,3,1,7,0,1967,2,538,1,486,0,0,0,225,0,2009,185000,185,More than median
24,2544,7,5,2005,2005,600,600,1,520,623,80,1223,0,0,2,1,2,1,4,0,2005,2,480,1,0,166,0,0,0,0,2006,147400,147.4,Less than median
80,11900,6,5,1957,1957,352,1392,1,1392,0,0,1392,1,0,1,1,3,1,6,2,1957,2,458,1,0,0,0,0,192,0,2008,166000,166,More than median
30,3180,7,5,2005,2005,600,600,1,520,600,80,1200,0,0,2,1,2,1,4,0,2005,2,480,1,0,166,0,0,0,0,2006,151000,151,Less than median
44,9548,7,6,2003,2003,458,941,1,941,888,0,1829,1,0,2,1,3,1,7,1,2003,2,613,1,192,39,0,0,0,0,2010,237000,237,More than median
100,10004,6,6,1964,1964,975,1516,1,1516,0,0,1516,0,0,1,1,3,1,6,0,1964,2,472,1,0,0,0,0,152,0,2009,167000,167,More than median
75,7875,5,6,1961,1961,572,1144,1,1144,0,0,1144,1,0,1,0,3,1,6,0,1961,2,456,1,0,0,0,0,0,0,2008,139950,139.95,Less than median
60,9600,4,7,1950,1995,625,1067,1,1067,0,0,1067,0,0,2,0,2,1,4,0,1996,2,436,1,290,0,0,0,0,0,2010,128000,128,Less than median
90,8100,5,6,1948,1973,1221,1559,1,1559,0,0,1559,1,0,1,0,2,1,5,0,1948,2,812,1,0,116,230,0,0,0,2007,153500,153.5,Less than median
21,1680,6,5,1973,1973,153,483,1,483,504,0,987,1,0,1,1,2,1,5,0,1973,1,264,1,0,0,0,0,0,0,2008,100000,100,Less than median
75,9525,5,6,1995,2006,1099,1099,1,1099,0,0,1099,0,0,1,1,3,1,6,0,1999,1,352,1,278,0,0,0,0,0,2008,144000,144,Less than median
70,11767,5,6,1946,1995,416,768,1,768,432,0,1200,0,0,1,0,3,1,6,0,1946,1,240,1,0,0,0,0,0,0,2008,130500,130.5,Less than median
-1,12155,6,8,1925,1950,516,672,0,810,672,0,1482,0,0,2,0,4,1,7,0,1934,1,400,1,0,0,254,0,0,0,2008,140000,140,Less than median
60,10440,5,8,1904,2002,650,650,1,958,581,0,1539,0,0,2,0,3,1,8,1,1983,2,686,1,70,78,68,0,0,0,2008,157500,157.5,Less than median
82,9020,6,7,1966,1966,276,1127,1,1165,0,0,1165,1,0,1,1,3,1,6,0,1966,2,490,1,0,129,0,0,0,0,2008,174900,174.9,More than median
80,8000,5,4,1961,1961,1800,1800,0,1800,0,0,1800,0,0,2,0,6,2,10,0,0,0,0,1,0,0,0,0,0,0,2007,141000,141,Less than median
100,12665,5,8,1915,1950,876,876,1,876,540,0,1416,0,0,1,1,4,1,7,1,1949,3,720,1,418,0,194,0,0,0,2008,153900,153.9,Less than median
-1,16647,5,5,1975,1981,0,1390,1,1701,0,0,1701,1,0,2,0,3,1,6,2,1975,2,611,1,0,0,0,0,0,0,2007,171000,171,More than median
75,9317,7,5,1993,1993,227,740,1,1006,769,0,1775,1,0,2,1,3,1,7,1,1993,2,425,1,234,72,192,0,0,0,2009,213000,213,More than median
36,15523,5,6,1972,1972,404,864,1,864,0,0,864,1,0,1,0,3,1,5,1,1972,1,338,1,0,0,0,0,0,0,2009,133500,133.5,Less than median
75,45600,6,8,1908,1997,907,907,1,1307,1051,0,2358,0,0,3,0,5,1,10,1,1908,2,360,1,486,40,0,0,175,0,2008,240000,240,More than median
80,9600,6,7,1976,1994,528,528,1,1094,761,0,1855,0,0,2,1,3,1,7,1,1976,2,512,1,113,100,0,0,0,0,2007,187000,187,More than median
36,4435,6,5,2003,2003,189,848,1,848,0,0,848,1,0,1,0,1,1,3,0,2003,2,420,1,140,0,0,0,0,0,2007,131500,131.5,Less than median
-1,3196,8,5,2003,2003,1273,1273,1,1456,0,0,1456,0,0,2,0,2,1,7,1,2003,2,400,1,143,20,0,0,0,0,2006,215000,215,More than median
53,7128,7,5,1941,1950,554,918,1,918,728,0,1646,0,0,2,0,4,1,7,2,1941,1,240,1,0,0,0,0,126,0,2007,164000,164,More than median
-1,12095,6,6,1964,1964,563,1127,1,1445,0,0,1445,0,0,1,1,3,1,7,1,1964,2,645,1,180,0,0,0,0,0,2009,158000,158,Less than median
102,17920,5,4,1955,1974,372,1763,1,1779,0,0,1779,1,0,1,1,3,1,6,1,1955,2,454,1,0,418,0,0,312,0,2006,170000,170,More than median
-1,6897,5,8,1962,2010,381,1040,1,1040,0,0,1040,1,0,1,1,3,1,6,0,1962,1,260,1,0,104,0,0,0,0,2010,127000,127,Less than median
-1,10970,6,6,1978,1978,0,940,1,1026,0,0,1026,1,0,1,0,3,1,5,0,1981,2,576,1,0,0,34,0,0,0,2008,147000,147,Less than median
65,8125,6,5,1994,1995,702,702,1,702,779,0,1481,0,0,2,1,3,1,6,1,1994,2,343,1,0,36,0,0,0,0,2009,174000,174,More than median
80,10400,7,5,1976,1976,1090,1090,1,1370,0,0,1370,0,0,2,0,3,1,6,1,1976,2,479,1,0,0,0,0,0,0,2009,152000,152,Less than median
-1,11029,6,7,1968,1984,435,1054,1,1512,1142,0,2654,1,0,2,1,4,1,9,1,1968,2,619,1,0,65,0,0,222,0,2006,250000,250,More than median
55,7642,7,8,1918,1998,912,912,1,912,514,0,1426,0,0,1,1,3,1,7,1,1925,1,216,1,0,240,0,0,0,0,2007,189950,189.95,More than median
75,11625,5,4,1965,1965,198,1039,1,1039,0,0,1039,1,0,1,1,3,1,6,0,1965,2,504,1,0,0,0,0,0,0,2010,131500,131.5,Less than median
81,9672,6,5,1984,1985,702,1040,1,1097,0,0,1097,0,0,2,0,3,1,6,0,1986,2,480,1,0,0,0,0,0,0,2010,152000,152,Less than median
70,7931,5,5,1959,1959,0,1148,1,1148,0,0,1148,1,0,1,0,3,1,6,0,1959,1,672,1,0,0,0,0,0,0,2009,132500,132.5,Less than median
72,8640,7,5,2007,2008,1372,1372,1,1372,0,0,1372,0,0,2,0,3,1,6,0,2008,2,529,1,0,140,0,0,0,0,2008,250580,250.58,More than median
-1,8750,5,6,1970,1970,174,1002,1,1002,0,0,1002,1,0,1,0,3,1,5,0,1973,2,902,1,0,0,0,0,0,0,2009,148500,148.5,Less than median
67,10656,8,5,2006,2007,1638,1638,1,1646,0,0,1646,0,0,2,0,3,1,6,1,2007,3,870,1,192,80,0,0,0,0,2007,248900,248.9,More than median
85,6970,4,5,1961,1961,108,1040,1,1120,0,0,1120,1,0,1,1,3,1,5,0,1961,2,544,1,168,0,0,0,0,0,2007,129000,129,Less than median
-1,14762,5,6,1948,1950,0,0,1,1547,720,53,2320,0,0,2,0,2,1,7,1,1979,2,672,1,120,144,0,0,0,0,2006,169000,169,More than median
80,9938,7,5,1993,1994,300,1050,1,1062,887,0,1949,1,0,2,1,3,1,8,1,1993,2,574,1,156,90,0,0,0,0,2010,236000,236,More than median
60,6600,5,5,1962,1962,894,894,0,894,0,0,894,0,0,1,0,2,1,5,0,1962,1,308,1,0,0,0,0,0,0,2009,109500,109.5,Less than median
70,8750,6,5,1998,1998,299,804,1,804,878,0,1682,0,0,2,1,3,1,7,0,1998,2,523,1,0,77,0,0,0,0,2010,200500,200.5,More than median
74,8892,5,7,1953,1996,105,105,1,910,0,0,910,0,0,1,0,3,1,5,0,1953,2,414,1,196,0,150,0,0,0,2008,116000,116,Less than median
60,12144,5,7,1949,1950,457,832,1,1036,0,232,1268,0,0,1,0,3,1,6,1,1949,1,288,1,0,28,0,0,0,0,2009,133000,133,Less than median
52,5720,5,6,1941,1950,676,676,1,676,455,0,1131,0,0,1,1,3,1,5,0,1941,1,200,1,26,0,0,0,0,0,2009,66500,66.5,Less than median
75,9000,8,5,2007,2007,1120,1184,1,1184,1426,0,2610,0,0,2,1,4,1,11,1,2007,2,550,1,208,364,0,0,0,0,2007,303477,303.48,More than median
94,25286,4,5,1963,1963,431,1064,1,1040,0,0,1040,1,0,1,0,3,1,5,0,1963,2,648,1,0,0,0,0,0,0,2007,132250,132.25,Less than median
74,8834,9,5,2004,2005,292,1462,1,1462,762,0,2224,1,0,2,1,4,1,10,1,2004,3,738,1,184,0,0,0,0,0,2009,350000,350,More than median
88,11782,5,7,1961,1995,210,1109,1,1155,0,0,1155,1,0,1,0,3,1,6,0,1987,2,576,1,192,0,0,0,0,0,2010,148000,148,Less than median
-1,7000,5,8,1978,2005,218,864,1,864,0,0,864,1,0,1,0,3,1,6,0,1978,1,336,1,0,0,0,0,0,0,2009,136500,136.5,Less than median
60,7024,5,5,2005,2006,110,1090,1,1090,0,0,1090,1,0,1,1,2,1,5,0,2005,2,450,1,0,49,0,0,0,0,2007,157000,157,Less than median
44,13758,7,5,1990,1991,254,1156,1,1187,530,0,1717,0,0,2,1,3,1,7,1,1990,2,400,1,168,36,0,0,0,0,2007,187500,187.5,More than median
-1,9636,6,5,1992,1993,808,808,1,808,785,0,1593,0,0,2,1,3,1,7,1,1993,2,389,1,342,40,0,0,0,0,2009,178000,178,More than median
60,6204,4,5,1912,1950,795,795,0,954,795,481,2230,1,0,1,0,5,1,10,0,1997,1,440,1,0,188,0,0,0,0,2006,118500,118.5,Less than median
65,7150,5,5,1967,1967,460,892,1,892,0,0,892,0,0,1,0,3,1,5,0,1967,1,288,1,0,0,0,0,0,0,2009,100000,100,Less than median
50,5119,9,5,1999,2000,460,1698,1,1709,0,0,1709,1,0,2,0,2,1,5,1,1999,2,506,1,97,65,0,0,0,0,2008,328900,328.9,More than median
70,8393,5,5,1959,2005,1098,1626,1,1712,0,0,1712,0,0,2,0,4,2,8,0,2005,2,588,1,272,54,0,0,0,0,2006,145000,145,Less than median
59,16466,5,7,1955,1955,816,816,1,872,521,0,1393,0,0,1,1,3,1,8,0,1955,1,300,1,121,0,0,0,265,0,2008,135500,135.5,Less than median
95,15865,8,6,1970,1970,1043,2217,1,2217,0,0,2217,1,0,2,0,4,1,8,1,1970,2,621,1,81,207,0,0,224,0,2007,268000,268,More than median
128,12160,6,4,1953,1953,481,1505,1,1505,0,0,1505,1,0,1,0,2,1,6,1,1953,2,505,1,0,0,0,162,0,0,2009,149500,149.5,Less than median
60,8064,5,7,1949,2006,672,672,1,672,252,0,924,0,0,1,0,3,1,6,1,2003,2,576,1,0,0,0,0,0,0,2007,122900,122.9,Less than median
70,11184,6,5,1978,1978,192,918,1,918,765,0,1683,0,0,2,1,3,1,7,1,1978,2,440,1,243,0,0,0,0,0,2009,172500,172.5,More than median
70,8414,6,8,1963,2003,396,1059,1,1068,0,0,1068,0,1,1,0,3,1,6,0,1963,1,264,1,192,0,0,0,0,0,2006,154500,154.5,Less than median
-1,13284,5,5,1954,1954,319,1383,1,1383,0,0,1383,1,0,1,0,3,1,6,1,1954,1,354,1,511,116,0,0,0,0,2008,165000,165,More than median
64,7018,5,5,1979,1979,0,0,1,1535,0,0,1535,0,0,2,0,4,2,8,0,1979,2,400,1,0,0,0,0,0,0,2009,118858,118.86,Less than median
71,7056,6,5,1963,1963,380,780,1,983,813,0,1796,1,0,1,1,4,1,8,1,1963,2,483,1,0,50,0,0,0,0,2008,140000,140,Less than median
50,8765,4,6,1936,1950,666,951,0,951,0,0,951,0,0,1,0,2,1,6,0,1936,1,327,1,0,28,0,0,0,0,2006,106500,106.5,Less than median
